experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	nStreams	baseAngleCWfromEast	ring	resp0	button0	cuePos0	answer0	correct0	whichStream0	angleOfWhichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	streamLtrSequence8	streamLtrSequence9	streamLtrSequence10	streamLtrSequence11	streamLtrSequence12	streamLtrSequence13	streamLtrSequence14	streamLtrSequence15	streamLtrSequence16	streamLtrSequence17	streamLtrSequence18	streamLtrSequence19	streamLtrSequence20	timingBlips
main	36	DY1	nStreams	0	right	21	0	0	T	0	6	X	False	13	67.5	0	-1	JZONDHIPKLAFEYUTBSQRGVXM	IQTFEOSMNXDYZKVHGRUJABPL	XQIEPVMAKYSUDTRJLHNFBOZG	OZRJHFNXKPQVMSBLYTUEIGAD	YJBPSAGMUQVNKXOHFZDTRIEL	QHDERFMBJOZKXSATVPULYNIG	KOZTYGFQUEMLPRHDNVIBSAXJ	HKERZPLOBVANMQFDIGYJSTXU	XIUJRFAZQBYNHKVOTMDGSLPE	NEBGTXYUPQDRMFIVJZSOALHK	QETZRIPFMVOUGHADBYXSLKJN	NAVBPHRESFOMLYZTIQKDGUJX	NRPTQLSHXVIBEJDOZUAFMYKG	EJMRITXLKZBYVQHPDOUAFSNG	OFZREMSDGTIBLPQUYKVXAHJN	UMHPEADBSVOKNIRQXZFYGTLJ	MYDZJEUBRAVILFGXKSPOTQNH	IBAEXVHMLNKPZTOYSGJUFDQR	KTHGPDLRXQOVZFAEBMJYSNUI	AXBEPNMOSZGIFTHJVQKULDRY	QYTRHLGMIAFXZEVSDJNKBOUP	1
main	37	DY1	nStreams	0	right	21	0	0	K	0	9	H	False	10	-67.5	0	12	OQLHBXJVMRTPAUKGFDYNIZSE	ZRIONSVJKXFLAYTEHGBMQUDP	YLIZFDPEAUKNOQBVSHRGXJTM	FZNIUVMYKXJDGLPQBEORHSAT	RAMSUYXJGLINKOPTQFEVBZDH	VXAZEQSJBPFLKGTMIYNHUDRO	OBFZDJURYEILHMPSQGAKNTVX	JYRGPHKUETSOFVIAMDQBNZXL	VUXEDIKBYOSTJHGFLMPRNQAZ	EUOYMDKZRTNIHSGPXFALVJQB	QELNAMPUIHGYBZTSFXDVOKRJ	AXSVJLZHMFPKDTYOURIENQGB	NEHVYTKGXZUPBLQADJSRMOIF	BJGKQTNREOMPSFILHXZUVYDA	ZHVRKIYGQTFPMXDLNJUSOEBA	HYPXOJKERTSVLIUANZQMDFBG	NYFOPXKQRGDVJSAMBZLIHTEU	LFTBZNXMKDHPISOYEJRUQVGA	QPUHJFZODKVEAYNSRBTGMLIX	IXUFOZLKHQVMGPRJNESDYTBA	IOGLUFSPTZNVKEMBJXHQADYR	1
main	38	DY1	nStreams	0	right	2	135	0	X	0	10	N	False	1	-45.0	0	-7	RBEVFHYNJXAOTMQUSGLIKPDZ	DLRXEJPBMKNYOHISFVGTQZAU	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	39	DY1	nStreams	0	right	2	135	0	N	0	8	U	False	1	-45.0	0	-2	ZOPRDHNGSLQUJFYMEXKAVBIT	ESLIMTNVUZXYBHJKDRFGOAQP	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	40	DY1	nStreams	0	right	21	0	0	U	0	10	D	False	6	90.0	0	11	FAYGQRSJKNVXPUOTLZMHEBID	PNUTFMVBKRJIZYGEHQDLOAXS	RBALGJFSDIMXHZUPNKTVQEOY	IGYMDTFRPZVBAJHQOXSEKNLU	JXHLNZIKTRYQSPOAGFEUVMDB	YJDFEVKUIPSOAZRLXTGQBHMN	XPTFBIHVYJDGSLANKRMQOUEZ	HSDLFPEUVQNOJGXBRTIYAMZK	OZDYMNJHLIQXUSPFKVAEGRBT	AFXJRONYVHTGLMDPQSEUIZKB	PXORQUAJHGYLZMFITDNKESVB	KNMSVJRQDEFZUBPAOLHTGXIY	SEMUTQGKOAHFJVPYDXIZNLRB	NXTIKHOAPRZJQYVFLBDGUSEM	BGUYTADNQKOIFZXELHPMJVSR	XJOYVQEKNHTLGAFURISMDBPZ	PQMOXYJBTFRKUAENZILSVDHG	GDPNBIYOELKXUZSHRAJVFMTQ	NRLTBYUZXFHVGOIKDEMSQJAP	HFSDBXPTVGUQYROLAIZJNMEK	EYOJKPNVXSULAMGRDTHIZBFQ	1
main	41	DY1	nStreams	0	right	2	135	1	Y	0	6	K	False	0	45.0	0	12	XRHBOMKTDAQLEUVSNGYFPIJZ	NSKRXZFGUTLBMODAJPQVIEHY	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	42	DY1	nStreams	0	right	21	0	0	I	0	10	G	False	9	67.5	0	12	VBZPOAXHYELTRNGQSFIJMKDU	NZTHKPAYELXVRSMFGOUQJDIB	YAFKZPHIGMEOBVTNJSXLQDRU	KDYBNMEOQZITPSVRFLJUAXHG	ODXBSMFLUTHYKEIZAPGJQRNV	NRQXDBZKPFMYVEUJHGSAOILT	QDHAYPJGXZSVOUBTKLFERMNI	UYZGFPTRIDLXNAQBKHMEOJSV	EDZBJGNXURYPFVKTSOQAIMLH	JTLPAQMEHVGSNXUYRZBKFDIO	QTLBXFIVDYNJEARHMKSUOZGP	UXMYLKTDGJIHSRFQVNAEBPOZ	BEAOHKPNVFTJIUQGRSZYXDML	NXHUBVJYZOMRSLPGEAFDQIKT	ZNVHGKQYMARTDOESBIPULJXF	ATPHUINVYSGOQMXRFJLEZBKD	EQBVPIOMFXLSANTKHYJZRDUG	YTGHSZXMNEUOVJPBIRAFKQLD	GDSORHBPLAITEZJUFKXMVQNY	ZYQALPRTIBSUGHVXMDONEKJF	AISBGEQYMFRPVNJKLXTUZOHD	0
main	43	DY1	nStreams	0	right	2	45	1	F	0	9	F	True	1	-45.0	0	0	JFRHYZVLKPATDQMOSXEGBNUI	IOGRMJHUSFPXTKAENDLZYQBV	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	44	DY1	nStreams	0	right	2	90	0	M	0	9	H	False	0	90.0	0	9	IDLTQRVUJHZFBASOXEMYGNPK	TGANLZRSXHFYOKBUPQIJEDMV	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	45	DY1	nStreams	0	right	2	45	1	Q	0	7	S	False	1	-45.0	0	-5	KQBUVOGMHFPNTSXDIJALZEYR	YPQOIUXSGMJNDKEBHAZRVFTL	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	46	DY1	nStreams	0	right	21	0	0	D	0	7	M	False	9	67.5	0	6	PYROUGVTFMHBSKDXILNAZEJQ	XREUAOZVBTDGQSPYNIHJFKML	BRSEHANLQGPXJIUYFZMKTOVD	QFZEMPXJBVSOYRTLHUKANIGD	EQNHFOMYLTXJGDAKPIZVRUSB	HDFGRVKQBZXILMPUSTONAYJE	AFPSYIHJNTVOZEKUQXMDRGBL	UBPDQHGFXKYOATSZNVLMJIRE	SRPUHTLMBAFGYJOVZIKNEXDQ	NBTXQORMIPGVADLJYFKZEUSH	QNDYHRMIFOKGTUVJESLZXPBA	DKNILAHVZPBJSYMXEQTGFORU	BPOAQUVGKMYHTSLIJZNREXDF	HXTABSKQELOFNVJPRMGUZDYI	NMYQDRBGHAEFLTOKVUZIPSJX	UFLISOPDKBGMYVNHJZXEARTQ	ZSNRKXFTUAOBDHYLGPVQIJME	YBQSHAMNTXJRGIPUOKZDLEFV	GTYVFQNIMBZXJHDAOESPKLUR	VYOPGKZXLNSAQRIFETUMHDJB	UZDBAVTRXYSQKOLMGPHJIFEN	1
main	47	DY1	nStreams	0	right	2	0	2	U	0	10	O	False	0	0.0	0	-2	PQNIBLSJUFOVDGTXEHYRMAKZ	JDHQEIGLOSXYFNMBKAZVPTRU	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	48	DY1	nStreams	0	right	2	0	0	S	0	7	H	False	1	-7.01670929853e-15	0	11	QKLIMVSRAFPNBEYDTHUGOXJZ	NVAPZLDHYTXFKQJUERSIBGOM	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	49	DY1	nStreams	0	right	2	0	2	T	0	6	L	False	1	-7.01670929853e-15	0	9	RLPFMKOBXSAGJVQDUIYZETHN	EJHNIRLUBXPZFSQTOAVKMGYD	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	50	DY1	nStreams	0	right	2	45	2	M	0	9	R	False	1	45.0	0	7	HBZAJYXMVNDGTUKQSPORFLEI	DVEPYUIBGRKXSHOFMQTJALZN	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	51	DY1	nStreams	0	right	21	0	0	V	0	10	O	False	20	-72.0	0	4	RQIBHKPUZYJSEMTONVLDXFGA	LHBUEMDROZYQVATKSIJGNPFX	FDOZYTGANEMVPJSKIXBHRQUL	SGAFKZYNJOIURTLEHPXVMDQB	FBYKSEJXGOTINUVRZHPDMLQA	HKJBVEFPRYITZGQDNALSOUXM	RPQGVMFDLEANSOZXBUIHTKYJ	OHIPBMFUKGSAVQDJXYRNEZLT	REPQNMHDZLFGJASKVIUOBYXT	RGBJYTXVENKFHQPMDLOAUZIS	DMHFGIRBJKZUXNSEYQLAOVTP	TOFALEZJDQPIKXSVRYNGBHUM	EODLNUMJSPGZXIVFQARHYTKB	OQKASTIPJZLFHBXGMUYENDVR	KOTDPRUSEXQFVBZMYAJGINHL	RMOKVIHSLUBYZJPNGATXDFEQ	BKJTOFMZHEYUGXAIQPVNSDRL	JGYRNVSHAMOEKTDBXFZLIPQU	MZKYHTDXRVNJSEIQOALGBFUP	KOIGAFPBZMSUYRNQLVHTJXED	ITRBEPLSADOXNKVZFMYUQJGH	1
main	52	DY1	nStreams	0	right	2	135	0	J	0	9	P	False	1	-45.0	0	5	MEOFQNRLJAXGDBKIVPYZUTHS	NMBHOLGQXPVRTAJIEYDSZFKU	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	53	DY1	nStreams	0	right	2	135	1	O	0	7	D	False	0	45.0	0	10	YJMLRTZDGEQPIHSFVOKBXNAU	HNBGAZPSFTDVJLROYQXEUKMI	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	54	DY1	nStreams	0	right	21	0	0	I	0	7	X	False	2	90.0	0	-2	ZENUADYSIPQGFKHVBMJRXOTL	USBGZJYPFHIVMNXDAOQKTREL	NMJBQIOXHUTGFRSEDLVPAZYK	KXBIUGSFMZREDATQHVNOJPLY	ERIUZKOVPHGTNDQBFXJYLMAS	BUDELZFVPAGNHRKJTOMXYIQS	UNRJHPQKFISOAVBEXGMDYZTL	SIJGBULHQVPNORAEFXKMZDTY	OZJGUDRXVBKHEIFPSTQMALNY	SMHUNXEYIOZFPLAKJDQBRGTV	GYSHZKOABFEDMXJRITVUNPLQ	XKRPHUSJQLFNTDVBMOAIZYGE	OJNQBYSLPZHFRUEXTGKVIDAM	BPHYRGIKADOZUSVQETFJNMXL	YSQUVFTMIPLRZKHBAXOJNEGD	SHPBAJZMRUGOYTDEXNLKIQVF	ENGMFKSIOJLUQXVTDBRAZHPY	IQKDGNRFAVHMESOYUZLTPJBX	KQMUENPZASRXLJTIOFBGYDVH	OFTJXSLPVGYUNMBZHAKQREID	GBPRTXLVJIHEMAOFZUNKDYSQ	1
main	55	DY1	nStreams	0	right	21	0	0	V	0	9	G	False	7	-45.0	0	-3	YQIMETNJGZVHKPBXSFOAULDR	IZDATURGSHBXLVQPYNFKMJEO	MNOYTHGRDQPBUXAJZVSKEFIL	BVIHFMPQZXYTRAGKOLUSEJDN	GTIBMOPXRSKQLJZVHDYFAUNE	KVPIQHTGUFAOYRXSDLENBJMZ	YFQVTAIGRJPDZHLXKOSUBNME	QMOLSDVZUGNXBPKFHAJTIYRE	GTBUQISPRYHDMOEFXJLKNZVA	HYSLPABRJVMEKXIFQZUNTODG	HDFUXTPGQEMRJKSIOVYZABLN	EJZPGUAFVSKMODQTXYHBRLNI	BILYFANOJMSGPUHVDTXKRQEZ	NRZYPAGOVLSMDIBQKHXEJUTF	PNGHEKOUMVYBRQSDFJLXTZIA	VRYUSJEFKMGXIZQTNAODLBPH	GDIPESBLZJUFAQOMNTRHKVXY	RVGNHKZUTQYBFJOMPXESALID	OAXRGFJHDLETZPIVBYMUSKQN	QHSOLGPZVMAIRTDBYFNJUEKX	XEHMZDTUGIVKLOYNRJPAFBQS	1
main	56	DY1	nStreams	0	right	21	0	0	U	0	8	A	False	14	-67.5	0	5	QYTJVXHIUNOFRDZALSKPEBGM	PYUNJVXSDAMGLKRHZBIOEQTF	MYQUJSBDAKPTLXZVHIOENGFR	KSVIETNBLRAZFUQYXGPDHJMO	LHOXDPZUTAQSRFJNGYKBMIVE	YHDKXUNROISJAQMZGVPBTEFL	XIVJFGPNRDEBZOSTQKYLAUMH	RGODUINTAMEXSBZVKPLQHJFY	BESUKMAYGPTVIFXQJHLNORZD	OPFTIVZYUAMGEBKSHNLQRXJD	LDSUAIZEVPMXYGRFBKHJQNOT	LDYOKXPFGATHSJNBURVMQZEI	PSKQAXNHDVMELZRFOTIYJUGB	ONTJFMYBDRLPGSIQVHEZXUKA	FKYQDHORATBMXUJPVNEIZGSL	HEBZTUQSXNFOPVGIDRLMJAKY	SRONIMJYALTDFXEQZKGUHVPB	YOUVFTHQPAEDIZRSJGLXKBNM	NYFLUJZPAXRHBGMVSDOTIQKE	EPFJYNKAUIRXSHVZQDMOBTLG	EDRNFBILOYXVHTAKMGQZPJUS	1
main	57	DY1	nStreams	0	right	2	45	0	B	0	7	D	False	1	45.0	0	1	FIGNXDOKBQTEZAYHPUMVSJRL	NPQHGTXDBRVKJZILYAESUOMF	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	58	DY1	nStreams	0	right	21	0	0	Q	0	6	X	False	5	45.0	0	-4	ATHUMQDIEGLJPFRNYSKOBVZX	VJOGYKAUQFMPETZHILNBRDSX	DJVTXLHNOAMRQZYSBFEUKPGI	DSNLZKVAYJUERHGXOPFIBQMT	AKXLQRDNGBHZUSTIYPFVOJME	UIQGJMXVZPNHLFADEOKYRTBS	MAUSTHPVJOBQIKLFDXZYGNRE	GLBMOZAJVTRQFUHIYNDESXPK	PTOVAGEKQZXNUIMDFBYSRJHL	BEAXTFUGDSOVPRHJYMKLIQNZ	REZIQTGYMNDALOHSBPJFVUXK	QBPRFHXDGVAJUSMKYZNLOEIT	AIHXTUKZSVLGMYDOEQFRNBPJ	MHGZFNVJAOXKSREQITYBUPLD	XOJFRZHIALQMDTPGSENUKBYV	AMLSHKFGQNVBPTJDRUEYIXOZ	MKZLNUQITVJAOFPSHRXDEYGB	NPTKARVDZUHMEJFYIBSQOGXL	ZJXBPTIQEKOLVYUDARSGNMFH	AZEHYDGXRBFSUIMKVPNOQJTL	SUIJKEFROVNHDXPLZBGQYATM	1
main	59	DY1	nStreams	0	right	2	90	1	E	0	7	J	False	0	-7.01670929853e-15	0	4	RMZKUBFJHDQETOLYNPSIVXGA	FQAJSLRBGYOXIEKVHUZNPDTM	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	60	DY1	nStreams	0	right	2	45	0	T	0	8	D	False	0	45.0	0	11	JRVGMIOQDUBFAXKSLNETZPYH	KHXTQADIRFSMZVOEUYLBPGJN	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	61	DY1	nStreams	0	right	21	0	0	M	0	9	G	False	1	45.0	0	1	FMSNAXKLHRPYIEVBDTGQZJOU	DJNHEXPZFGMQKBUASVOIRTLY	YOSJMRGZQPTLBFIKUEAVNDHX	GLRYODUFBQXJTHIVNPZAMEKS	TMPVXJOILKFUSQZADREYBGNH	EQDXVNGOUKLTHBRAZJIFPYMS	ELXJIDQHUVNTPOYGBAMZSKFR	JDOLNGPHURAKSYMBZTXVEQFI	KZDYXILFVAEPOUMQRGNSTJBH	NHYJVGPEUDXZSTRQKFLABOIM	RSOATYBFIJQUKEMXVHGLDZPN	ISBOMJXGEPAZUFNLDVYTQKHR	LIVEXJQSDTNGHRAOMYFZKBPU	XZUQBLGKMRDJPTINOSYFAVHE	SPZMAFORXUEBVLHKJTNGIDYQ	LRGZAKYJXQTUMPDVSNFOIEBH	OSUMZJLTABGYHXRPNIVEKFQD	KDFSVOLHMBYZQNUXETRAIPGJ	JENYGHOBARSIKZVMTLPDFXQU	YXSAJBNMIQUZVHDTOPFERLGK	SMNGUTHKBAQPEILYOFJDXVZR	1
main	62	DY1	nStreams	0	right	2	0	1	K	0	8	Q	False	1	90.0	0	11	QVZSBDGHLTFNJAERUYXMPOIK	NMERBVIXQOPJGTHAUDLKZFSY	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	63	DY1	nStreams	0	right	21	0	0	O	0	9	B	False	8	22.5	0	13	ARNYHBOXIDPJKEUQZTFMVGLS	OLVBDHQAXMENUTGZJYFSKPIR	XGNJBMODYVKZPRQEUTSAIHLF	DZQTUJEOPHYAGKLBMNFRSIXV	TREXLNHSOBGJPMIFQYVADUKZ	ADPRVQXEOJSZTLGUYKMHINFB	QMRJZAXDFTEHVLGUPYKINOBS	ITQGDXEMHKRJLYBUVPNOSFAZ	ZQYKMPTGIBHUSDFXNVEALJOR	VIOPYDENLKRSZGHBFUAMXQJT	ZIUVEMFYHKPANDSBLGQXOTRJ	XJGZUMEDASPHYFNKOTBQRVLI	GLPEQOFKZSYRDJTVIMBXHAUN	OBJKLEUGYNAFRHTZPXVIDMSQ	AJLQKGXNUFVROESTBYIMDHPZ	TXJMEUILGANFKBRVDYOPSZQH	QYSBOKPRTVLHZIDEAUJXMNGF	UFJBETORNYSZPXDMHAVIGQKL	IYBEKHVTLXGFRUZQNPSJAOMD	LFNEMXQASJYBHRDVKGZOUTPI	HNYILRFTOVKEAXQSGPUDBMZJ	1
main	64	DY1	nStreams	0	right	21	0	0	G	0	9	Z	False	4	-7.01670929853e-15	0	-2	FBPZLTYRNUOMSJIDKQHGVEXA	HZSPQXFGEDVBUJAMYNLTIKRO	MXHSFOGLZEKUIBTQNYVRJDAP	JFQNUEBAHMDKYIXVPZGSLOTR	TJHRLXDGSZVAOEUMIKPQYNFB	OYTNZADXKGQPRJUIELHSVFMB	YZSVOQFXIMNHGUPKDLTEJRAB	NQEBXRZFPJDAKHYLGTIUSVOM	SYOFHTDAELVBMZIQPNUGXJRK	IZVSLJAGBRHDTEKUPMNFXQYO	VEPHIRGZBULOTQNYFSDJMKXA	VDQOAXHZPMBNIGUFJESTRYKL	AKYHFNUDIJZSOBPEMGRLTVQX	VRHTMSZKEPODBALYNQFUGIXJ	MUAOKJFIVRPDQZELGSBTNXHY	GZLQYTDMNBOAKISUPFVEHXRJ	AYLVHGZJPOQFIKMBXUNDESTR	BIPJEOAKGYFMNRQLZUSTDHVX	MBSXILRQPYNJDOUTEFZKHAVG	ZRSEFPHOYXQNKLIMBUTDJAVG	MLIAKVSXBTDYUZEGJRQOPFHN	1
main	65	DY1	nStreams	0	right	2	90	2	M	0	6	Y	False	0	90.0	0	8	FJDZVBYXLRNEQAMSOGPKTUHI	BNOPYQUAITXMJRLEKFZDSVHG	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	66	DY1	nStreams	0	right	21	0	0	U	0	7	Q	False	5	45.0	0	7	DATXJGLHPFOBURENMYSZKVIQ	PREDZMOYFNTQVXSJAGBKIHLU	LUHEBZITXRMYPDKSOFVGQJNA	YUFTQMPGXIKBZSELOJRDNAVH	MVGKDBTZEJRQYUOPAHNFXILS	BRSHGAVQNKJEPOUTXZIMDFYL	XGJKHLYZSVDUEONIFTBRAMPQ	APSVENGTJIYLKMXRFUDOZQBH	IMRTYDQXHSONUGKVLEJZFPAB	RYXKOAFSQTMVNUBDHLPZGEIJ	XRKDUGZLTAEYQSMNFIVJBHPO	HYBLRIOAZDGVKMJQEFXNTUSP	EIFXRQTDNKOGYMZJVPBLUASH	KZDAVSMTGINPXEQJOYURLBFH	MHAEGJOXYUKSVZQBPLIDNRFT	ZOJHIYLAGSTUPQBMREDFXKNV	XOFYQBVGZUMPSNKIDRHLETJA	QTVHZROFBSEGLYNUDKXAMJIP	RKJSVHGNAMIOPZYUTLEDQBXF	NYFGBATSPDXUVQMJZOKRIHEL	HBDKAUPQJMELSYGIZVTFROXN	1
main	67	DY1	nStreams	0	right	2	0	0	P	0	8	T	False	1	-7.01670929853e-15	0	3	UBRYZHIAPJSQVXLKETGFODMN	KDJARBYQTVMPEZHOFLNGUISX	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	68	DY1	nStreams	0	right	21	0	0	K	0	6	E	False	3	-45.0	0	12	AGHNEVBLQPOSZRIDXJFYUKMT	KMPHDYNBJITFRSGOEZLAQXVU	EFVGRSHBAUNTKYMQLJZIDOXP	DGFPMBEHUONYXZRIALKVQSTJ	QDVSFNXGUTMOPAEYIJKRBLZH	IKYHREUPNJATVFGZOMBQLSXD	YQEKVALOSXBPIDUJHNMZGFTR	PDZORXAKFQUJTHELISNVMYBG	EXMUBRINVLQGHAPTDOSYFJKZ	PORZSFEHDKAVXIYGQBJTNLUM	REVPDOSHJZUINXLKMGFYQBTA	LQNYOFJPREKDHBGXUIMVATSZ	GATRJDUPFQIXNKOHLBMYESZV	MONHJUFZTIDBALEXRGVQKSPY	ZMPYKDFEQLGNSJRVXHTOBUAI	OAEHJFMYNQIDVGSZPUBRLKXT	XPASRKGEHNUIYFDQTJMOLBZV	HXPUOAFSRIDMTQJVNLKEZBGY	VZLKOFBAYEJSUINMHPDXGTRQ	LQGIFJNPYDHZRSAOUTEVXKMB	MJZKHBYPDEIFSXUGNALOVRTQ	1
main	69	DY1	nStreams	0	right	2	0	2	B	0	9	D	False	1	-7.01670929853e-15	0	2	KBYLTHXIEPNOSDVJRQGZUAMF	PZFUQVNRADKBJXIGOSTELYHM	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	70	DY1	nStreams	0	right	21	0	0	H	0	6	K	False	14	-67.5	0	7	ZUHYFOVNDTAJSKRBQGPIXLME	FTHQINMLREZUGPSAXYVBDJOK	DIUSORBNEXPMGLJATYFHQVZK	DJNYPMALSFBZQIVRGOXHEKTU	LMRYTENZJFQBGUOVPDKIHASX	ZFKPGHAOXNRUDYLJQIBSETVM	IHPEGZUNKYVTFLDMXRJSOAQB	NVMAXIHZYJSQDGEPUFBOKLTR	PAUMFDYKHRQOBEZLVGJIXNST	SLDFBXNPZAGQKHYUIVTOEJMR	HLKRMJGXEAFNPIZTDOVQYSBU	VLHNTAZMKIEORXPUSDQFYGJB	NVRAPGSJODFHLQUETBKZIXYM	IGJOMFHRPKDXVULQYTABNEZS	PZAEQIKVJGTMXHLSUBODRYFN	NMBHGLIKROAUPDJYZFETSXQV	PHLKETDJRSMOGZXQUVIYFBNA	XIDZJNBYUGPAFQEHVMRTOLKS	PVIJGSZURABMNTEYDQXLHOKF	NGHKMPIBTOYEADUJSLZVRFQX	QFMNKAVBXOHZUJPRTEYGDISL	1
main	71	DY1	nStreams	0	right	2	0	0	V	0	10	X	False	0	0.0	0	12	IOJHDLARBKXGPUQZEMNSYTVF	ZGQVOFYANLKUEXRPBSIHTJDM	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1
main	72	DY1	nStreams	0	right	21	0	0	I	0	10	L	False	20	-72.0	0	-7	GYNUVSTPRZLODMAFQKJIHXBE	UTRYXGKMZSLHEJDIQFAOVPBN	OIZFXHPUMLKVYNSJTBERGADQ	GELMFKVHDYSIBPAUTJZNOQRX	EXMDPFTRZBLINVYHSUQOJGAK	ATDIVRKMHQXOFPEUSLBNYJGZ	KIYRFJOUZTSNAHGQLBVXEMPD	IXAFKVRMBSYPGHDNQEOUTLJZ	GBSFOITEDYHMJPLNXQAURVKZ	BMZKYFJNDTXOIRGLHVAUSPEQ	MOUGXVARNLQFITJPHBYEZSDK	KHZEPYBFVSLXDUJANOIGMRTQ	YVNEXOUGLRAQDBMFJSTKZIHP	NJEQBHMXADPTGZOFUKILRSVY	UQJVGRPNEKILSBXDZFTAMOHY	IVAYPRXSKHJMDLEOZBUQTFNG	IFUZHMENRVKBDTOXYSQLGPJA	MPBNZGFTVAJEHDYRSXOIULQK	GZUFPXNSAHMRVEYJIKDLTQOB	JAERIPLGKQNMHZTBUVXFDYOS	RDEIZASPBNLKMQVGUXTJYHOF	0
main	73	DY1	nStreams	0	right	2	90	0	G	0	6	N	False	0	90.0	0	4	VBITQKNUYZGALPXDMOEJSRHF	THDJRFKBXAUQOZGIPNMEYVSL	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	74	DY1	nStreams	0	right	21	0	0	V	0	8	R	False	14	-67.5	0	4	VGDFUSLIAZQHBRJMPYNKTEOX	ANMVKZYIDJGRPHTLQSFUXBEO	SMQVBJDUIOLAFNYEGTKHPZRX	LRFXZHUYDOJMKGIASPVBEQNT	GAZJNVMLUQBDIETPYXHFKOSR	NIZARLBXGVDMKEJUQFYSOTPH	JXUEDIRKSBTMQAHOLZNVGPYF	FQEIXKPAYTNBLVDRHUGZMOSJ	SLNKJFYHOEVZPRAUGDBQTXMI	VSFMJBKDAOETIGQRXZYPLUNH	KBFDGSMZPNOYXQHRTJLIUAVE	DNJFBMILQUAERGVOTHZXSPKY	MPTVUHQYGIRLEDKBFSZXOAJN	LUJSVEPRQDZNTYAMBOGHXKFI	BZEXGLDSRUATVINMHYJOQPFK	SIEABTDXMZJHPRQOGLKFVNYU	ORZBXTQHMIDNFYJLASEPUGKV	QEONKLSPVZBXGTDHFIRJYMUA	PELJGUASXMYRHVNZFTBQODKI	UHZOREKVIBLTSPQYMXNJAFGD	AETBUMGJVDPSINROKQLYXFZH	1
main	75	DY1	nStreams	0	right	21	0	0	J	0	8	Y	False	10	-67.5	0	3	DYBGZQXEVNOHFMLIJKPTRUSA	OKGDEFNAVSMRXUJZHYIPBQLT	IXHPRDENGAYOFVZLKTSUJBQM	VPIDGHJNMERXSQUYZFBOATKL	SRAJTZVUGHKFNPIXBDOLEQMY	NOQGXUEIPLBZFRDTHVSMYAJK	SAPBQOYKMETVNGRFZHJUDIXL	TNPSMHEXAROYDZKGQUFVJBLI	VZELAMOHIFXQRDBUKYGPJTSN	RQOZNBUFYEIHDPKTLVSGJXMA	GSBKQTXNYAHJZUPVMLOIEFRD	JIUEVAQKZPGMOXRYTHBSLFND	JDSQIATBUKEGVLRONZMHYPFX	KSERJLNGYMBQUPTOXIHDZVFA	UQLNJEIYVMKXARHOZFGSBPDT	FMQHTINRYBEJDOLKAGSXZUVP	TALYHVMKGUIXRPQEBDNSOZFJ	VUBFMELDRYINZQAPTXOGKSHJ	KFOSVHEXYUDRBMQPJGATIZLN	RTSLXUIPKQVGMDBAYNJFOHZE	GTAIMUVEQRFSYNDLPBJZXKOH	0
main	76	DY1	nStreams	0	right	2	0	1	H	0	6	J	False	0	90.0	0	3	ZIBNTUJVLHXGDOKPAQYFEMRS	SXNELOIDKVJFTZBRHQUYAGPM	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
main	77	DY1	nStreams	0	right	2	0	1	T	0	9	F	False	1	90.0	0	-4	GRFLPYMSZQJHNAKTEVUXOIDB	DUENOTKXZFGAQMIJYVHBPSLR	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
