"","model","latency","efficacy","precision","participant","efficacyEstimate","latencyEstimate","precisionEstimate","val","pLRTest"
"446","Gamma",1.5,0.9,1.2,28,0.927355723666233,1.42985880265797,1.0812941544032,367.862724900319,7.88812549522431e-116
"447","Normal",2,0.9,1.2,28,0.898183107467491,2.00724496435881,1.20170082827886,400.227622716889,2.33578975084902e-102
"448","Gamma",2,0.9,1.2,28,0.970229678991837,2.63880884399599,0.780110244877968,340.875458936027,1.2181167812879e-127
"449","Normal",1.5,0.7,0.84,29,0.686762574259344,1.38522414441151,0.708619756514633,447.142773409618,2.59174320752219e-82
"450","Gamma",1.5,0.7,0.84,29,0.742785701526678,2.89303838717484,0.47011527509956,421.316376704258,6.37544616903879e-94
"451","Normal",2,0.7,0.84,29,0.723785309536516,1.94480144573375,0.756571555750688,439.736409895731,4.59113068066316e-87
"452","Gamma",2,0.7,0.84,29,0.770147393007602,3.79711533553355,0.536037156258009,437.06954810688,4.46228245162977e-87
"453","Normal",1.5,0.9,0.84,29,0.92048893590331,1.5193971515209,0.868532605708141,336.669640545957,2.99362895362473e-130
"454","Gamma",1.5,0.9,0.84,29,0.868801329501483,2.94548232283387,0.502872675470396,355.230447947583,1.33204300471251e-121
"455","Normal",2,0.9,0.84,29,0.898576699988341,2.02423044133558,0.821196113944847,342.037944883526,4.99638193520263e-127
"456","Gamma",2,0.9,0.84,29,0.874155580825581,7.78268151513582,0.242738920275128,326.862847897112,7.5587774750907e-134
"457","Normal",1.5,0.7,1.2,29,0.655038651049395,1.52420244833753,0.949794140672702,494.782328681611,4.71065579360672e-64
"458","Gamma",1.5,0.7,1.2,29,0.750683384655817,1.86729496634742,0.899459356077322,460.151235907963,8.22359589224491e-78
"459","Normal",2,0.7,1.2,29,0.695777414689819,2.16666262032809,1.16687976703319,501.911629631473,8.73591287625944e-63
"460","Gamma",2,0.7,1.2,29,0.691586874904961,2.4862839606956,0.825694757741653,493.021405777769,3.00827472390079e-63
"461","Normal",1.5,0.9,1.2,29,0.913571752480326,1.50736530042483,1.19573229944482,390.595090737273,1.68158340124553e-106
"462","Gamma",1.5,0.9,1.2,29,0.922337034773977,1.62865652351307,0.96754414535022,363.225092982768,7.41873954846513e-118
"463","Normal",2,0.9,1.2,29,0.916186762917229,2.04569458979288,1.20526123474867,389.661203172015,5.88772678506453e-107
"464","Gamma",2,0.9,1.2,29,0.903141929283104,3.13310019648984,0.661196905695825,376.24512861799,1.58413069991263e-112
"465","Normal",1.5,0.7,0.84,30,0.641321745661229,1.36201849352187,0.826200731878239,486.126066730385,2.59140984352304e-67
"466","Gamma",1.5,0.7,0.84,30,0.647965519087997,3.74280414985944,0.417624276200902,472.143231029557,2.54314465946331e-73
"467","Normal",2,0.7,0.84,30,0.758208576528076,2.04557195750779,0.735680661365587,416.173366575574,6.04209292756315e-97
"468","Gamma",2,0.7,0.84,30,0.694322211106003,6.09448719056427,0.309988617035495,451.522900684466,1.09593198796599e-82
"469","Normal",1.5,0.9,0.84,30,0.865662562636015,1.55350377531157,0.764675019691463,353.546043145955,8.9277480955444e-123
"470","Gamma",1.5,0.9,0.84,30,0.899600220580778,3.52620359579796,0.42111419858973,327.733027058945,9.38419479955788e-134
"471","Normal",2,0.9,0.84,30,0.913480701595191,2.00586147335719,0.817076890958736,331.331085357461,6.05209924199728e-132
"472","Gamma",2,0.9,0.84,30,0.902879101734114,4.71670146154541,0.408980922024499,341.219195184258,1.58328915823786e-128
"473","Normal",1.5,0.7,1.2,30,0.64702317934865,1.36399664685412,1.11245610345689,516.073210729567,2.61956403089577e-56
"474","Gamma",1.5,0.7,1.2,30,0.742167735667926,1.73549239639184,0.764073237782349,447.014111871688,3.78258140635264e-83
"475","Normal",2,0.7,1.2,30,0.728395285346043,1.99607088545225,1.31359093235027,498.45652201605,1.43070731510865e-62
"476","Gamma",2,0.7,1.2,30,0.773197278866213,2.39360106046363,0.90891604250826,465.686638377054,3.3728763720265e-75
"477","Normal",1.5,0.9,1.2,30,0.929034832525673,1.66922414043904,1.17310439420091,374.949660038146,1.14199621859537e-112
"478","Gamma",1.5,0.9,1.2,30,0.922444947695632,1.66423460542295,0.917887685846181,360.66240307854,2.43053693884717e-119
"479","Normal",2,0.9,1.2,30,0.912600417625499,1.94129107449656,1.18306406109437,389.605724189277,4.46482104814885e-107
"480","Gamma",2,0.9,1.2,30,0.903381572418246,2.84946393535164,0.73783093547268,387.55378168475,9.09699800706947e-108
"481","Normal",1.5,0.7,0.84,31,0.696400555317027,1.62748286373785,0.925924623041288,469.610323583552,4.27408270545202e-73
"482","Gamma",1.5,0.7,0.84,31,0.709778038269563,3.35404844251362,0.448250542567281,446.07845714073,8.86331100182387e-85
"483","Normal",2,0.7,0.84,31,0.713579307117445,1.90144855962243,0.802657299081576,448.277464955254,1.80566505217521e-82
"484","Gamma",2,0.7,0.84,31,0.746449560991872,6.02969668271439,0.349799768195121,434.308891054948,3.33336074909962e-88
"485","Normal",1.5,0.9,0.84,31,0.921376015142989,1.43948159090555,0.768827352064246,315.61356090369,1.19507882110851e-138
"486","Gamma",1.5,0.9,0.84,31,0.854691375389179,2.54016651125851,0.560089639804334,372.952355193437,1.89353647044241e-114
"487","Normal",2,0.9,0.84,31,0.937995597843748,2.00970980037645,0.768201937260919,304.159428544459,4.24606160149488e-144
"488","Gamma",2,0.9,0.84,31,0.905703183655515,5.67005774850187,0.379633205639729,345.819321948343,3.32195197450193e-127
"489","Normal",1.5,0.7,1.2,31,0.853628013883269,1.54574092219678,1.32758787162241,442.017897989256,8.29507788816025e-86
"490","Gamma",1.5,0.7,1.2,31,0.654274563106911,1.65516277612828,0.878162771575908,499.434774649631,5.69901449032463e-62
"491","Normal",2,0.7,1.2,31,0.638560595457184,2.09068942519847,1.12864628555027,520.495125855318,1.87752410766262e-54
"492","Gamma",2,0.7,1.2,31,0.709090804797266,2.90671517403873,0.678788275996079,478.444088853152,4.24820765408647e-70
"493","Normal",1.5,0.9,1.2,31,0.899147300728412,1.56607030439944,1.27078308099419,408.239299971175,1.23353463108716e-98
"494","Gamma",1.5,0.9,1.2,31,0.903459354368239,1.73900005739363,0.893024871392411,379.321735320808,8.86714077296919e-112
"495","Normal",2,0.9,1.2,31,0.93404622058981,1.84001090975388,1.22193384249554,379.622055259788,9.62738749082996e-111
"496","Gamma",2,0.9,1.2,31,0.900299046051738,3.04487280780817,0.64624113419833,372.017454276379,1.68913220241507e-114
"497","Normal",1.5,0.7,0.84,32,0.73719478282888,1.44406986371396,0.963534532668028,453.555748601373,1.3302626443286e-79
"498","Gamma",1.5,0.7,0.84,32,0.768770013338362,3.39535984503982,0.418327021726458,405.496241333686,8.37728798256215e-102
"499","Normal",2,0.7,0.84,32,0.738914633645125,2.04162051100794,0.795827293363001,444.251460530481,2.7187457837021e-88
"500","Gamma",2,0.7,0.84,32,0.720684676897133,6.03700761595054,0.322193174816655,439.23897098366,3.31159281769295e-87
"501","Normal",1.5,0.9,0.84,32,0.89157289489508,1.59384083476093,0.76381388359297,337.252179954373,5.61651301461892e-130
"502","Gamma",1.5,0.9,0.84,32,0.899221929225968,3.12997146247931,0.501536849248676,339.200703424832,1.50240565353062e-128
"503","Normal",2,0.9,0.84,32,0.873778606928861,2.00474980285267,0.903839348692997,371.820652874647,2.75598787602881e-114
"504","Gamma",2,0.9,0.84,32,0.877983907383952,5.91980836619183,0.351825506895263,356.211634633542,3.18728033532865e-122
"505","Normal",1.5,0.7,1.2,32,0.733702524741394,1.58098572027517,1.29735999477883,489.682816693671,4.52949690823596e-65
"506","Gamma",1.5,0.7,1.2,32,0.757073939551457,1.32620729821417,1.29294795930392,475.821296479385,5.28162787667332e-72
"507","Normal",2,0.7,1.2,32,0.652188988288,1.95314107625682,1.1505923883052,514.662405893255,4.18667827281612e-56
"508","Gamma",2,0.7,1.2,32,0.693142891873152,2.99084269814539,0.661989427027753,483.14243290207,4.11122603061552e-68
"509","Normal",1.5,0.9,1.2,32,0.912968162410148,1.53886215742894,1.10216434837228,375.76766280278,2.18391499293627e-112
"510","Gamma",1.5,0.9,1.2,32,0.909222347465026,1.53042244973859,0.797874885736549,350.64306119628,3.62696190586486e-125
"511","Normal",2,0.9,1.2,32,0.899473135534937,2.07102893778113,1.10389246812078,388.264371506472,1.06943730184054e-107
"512","Gamma",2,0.9,1.2,32,0.856908692542742,2.50877109133116,0.839476840259402,419.379817743755,6.26302823941586e-94
"513","Normal",1.5,0.7,0.84,33,0.718533865986463,1.62919105226705,0.760214864622775,440.512759228447,3.99588810159281e-86
"514","Gamma",1.5,0.7,0.84,33,0.737256859649885,2.8631239560898,0.525443359544986,436.582259820393,2.28761719963536e-88
"515","Normal",2,0.7,0.84,33,0.637049278726098,1.95805558355843,0.711873357238067,476.654502944039,5.64322125143309e-71
"516","Gamma",2,0.7,0.84,33,0.679069218756418,5.77742564271928,0.33594275983829,460.905278201349,3.73052829758396e-77
"517","Normal",1.5,0.9,0.84,33,0.909566626299523,1.52476208123857,0.813337058754088,332.527779839415,2.63522793413239e-132
"518","Gamma",1.5,0.9,0.84,33,0.913367423941672,3.6975325930847,0.432262278996833,324.236927055829,5.45952665560521e-136
"519","Normal",2,0.9,0.84,33,0.929512607922123,2.02118814377242,0.867741395860597,329.016529401543,3.87788462914812e-133
"520","Gamma",2,0.9,0.84,33,0.8940895470601,5.00294993345524,0.409861119737427,351.468516383679,1.07377422096038e-123
"521","Normal",1.5,0.7,1.2,33,0.716205255727943,1.41752328511928,1.20402893523737,488.780702786615,3.26074142007149e-65
"522","Gamma",1.5,0.7,1.2,33,0.676518010162783,1.58198775229472,1.03325314237307,499.166749554963,3.00367790554914e-62
"523","Normal",2,0.7,1.2,33,0.730479986532438,1.9779725801692,1.174605372771,479.491135690745,7.86689381429022e-69
"524","Gamma",2,0.7,1.2,33,0.668336917410573,2.38860781790868,0.783336205533934,501.348938476803,3.42060793851887e-61
"525","Normal",1.5,0.9,1.2,33,0.926861270601556,1.53645697093107,1.14884660846618,374.405762250606,2.39359601529988e-113
"526","Gamma",1.5,0.9,1.2,33,0.874682738690785,1.94330678715202,0.709092416338639,370.769899684154,3.795401209222e-115
"527","Normal",2,0.9,1.2,33,0.902272967502908,1.91541569842787,1.13788679782854,389.768549665489,9.11866291217031e-107
"528","Gamma",2,0.9,1.2,33,0.872319428973394,2.87870281060774,0.640609497105173,385.906947067947,8.46356622664584e-109
"529","Normal",1.5,0.7,0.84,34,0.777942768895383,1.34331491924483,1.06442963251665,448.09345265741,1.20801273608215e-82
"530","Gamma",1.5,0.7,0.84,34,0.667916416228165,3.00938430032245,0.501058914989703,474.745265544227,2.28503893944246e-73
"531","Normal",2,0.7,0.84,34,0.725577189135488,1.84907835350029,0.975760803780755,463.137713747521,2.28135224718145e-76
"532","Gamma",2,0.7,0.84,34,0.646486788410284,6.67843368332648,0.295354578555513,473.681519506881,4.73019380099908e-73
"533","Normal",1.5,0.9,0.84,34,0.901099102471531,1.41798252818512,0.761899270334824,329.321069790165,8.24135798054658e-133
"534","Gamma",1.5,0.9,0.84,34,0.93999410056809,3.18449806513826,0.461321309914571,298.167593726825,1.00555867625238e-146
"535","Normal",2,0.9,0.84,34,0.941259347085305,2.17071662773918,0.839119894261845,315.739155246677,6.10024830207462e-139
"536","Gamma",2,0.9,0.84,34,0.879023620695511,5.28055926845605,0.373591163079043,352.970954335155,9.28103849353857e-123
"537","Normal",1.5,0.7,1.2,34,0.626570553481807,1.5568897019433,1.22476569715585,529.027424130656,1.23667874440164e-49
"538","Gamma",1.5,0.7,1.2,34,0.746107192307011,2.06506993700823,0.651122345161534,439.493123773297,5.16219322195245e-87
"539","Normal",2,0.7,1.2,34,0.748880239984348,1.84394253789025,1.21563295895511,475.129487253944,7.42231866418804e-71
"540","Gamma",2,0.7,1.2,34,0.727487526931917,2.2503696106573,0.901899781435099,482.522757890128,4.88986524865678e-69
"541","Normal",1.5,0.9,1.2,34,0.923623828689163,1.51033279386893,1.39716554847539,411.375080747701,1.43315055450115e-98
"542","Gamma",1.5,0.9,1.2,34,0.961436592444613,1.43546552311472,1.11330470376324,346.725433329637,6.64174863153779e-125
"543","Normal",2,0.9,1.2,34,0.911289273754227,2.15520284345449,1.13186235446168,382.490532162258,1.64358904704133e-109
"544","Gamma",2,0.9,1.2,34,0.908442746114066,2.42302875600183,0.799224532745026,381.942871774875,4.80236987194107e-110
"545","Normal",1.5,0.7,0.84,35,0.691140124404168,1.51707824351677,0.916073622907337,472.0166362117,1.90778109476016e-72
"546","Gamma",1.5,0.7,0.84,35,0.705918862477489,2.41148335107815,0.639152430807498,462.358137295364,4.92382782633676e-76
"547","Normal",2,0.7,0.84,35,0.671730438071554,2.01165235740552,0.81278690692965,473.175227536959,8.99418481318373e-74
"548","Gamma",2,0.7,0.84,35,0.720005629293712,6.62879743418656,0.313891819459743,440.161253722513,1.80238124700066e-85
"549","Normal",1.5,0.9,0.84,35,0.877709689028104,1.60077849768347,0.841216356537381,362.720813232197,8.024100285365e-120
"550","Gamma",1.5,0.9,0.84,35,0.933896722164213,3.54841206715266,0.415647223228636,294.695885018487,1.82802770798433e-147
"551","Normal",2,0.9,0.84,35,0.900093980230123,1.94248704213454,0.799508330142872,337.813478430996,1.38344167488161e-129
"552","Gamma",2,0.9,0.84,35,0.859069718468222,5.04658322326567,0.391329694370158,368.582387295912,3.41629287765196e-116
"553","Normal",1.5,0.7,1.2,35,0.752110409369823,1.39830901413779,1.19640857415152,470.456762522635,6.6008068288536e-72
"554","Gamma",1.5,0.7,1.2,35,0.674082173010637,1.63658068077523,0.967199171630515,497.944711379036,1.32666118838445e-61
"555","Normal",2,0.7,1.2,35,0.660182692024124,1.79265174448744,1.29088265157072,521.258797761905,4.47558957767421e-53
"556","Gamma",2,0.7,1.2,35,0.695531740568517,2.91832465082808,0.688060800148166,489.074540084207,6.46102488076913e-68
"557","Normal",1.5,0.9,1.2,35,0.869409597290476,1.68754759564953,1.06914129582888,401.776787512537,1.38031268305838e-102
"558","Gamma",1.5,0.9,1.2,35,0.901802882778967,1.57687583582562,1.13982260548824,403.145220093975,3.77562170081803e-102
"559","Normal",2,0.9,1.2,35,0.919065799834663,1.93396796248795,1.22379283736606,390.490817315243,1.55227568720536e-106
"560","Gamma",2,0.9,1.2,35,0.911933483937444,2.14455781334064,1.00027424971484,403.162620811089,1.04978389784371e-101
"561","Normal",1.5,0.7,0.84,36,0.651746912997365,1.469610635255,0.657841810925871,464.305866786239,9.84913955253822e-78
"562","Gamma",1.5,0.7,0.84,36,0.770116805035816,3.35773275803616,0.439443007230067,408.255520521698,2.54786180006338e-99
"563","Normal",2,0.7,0.84,36,0.65161380256773,2.13301497575447,0.855124763656711,485.41419579046,1.17619109427202e-67
"564","Gamma",2,0.7,0.84,36,0.738231396375518,5.41303071949477,0.367411374406365,435.6997293331,4.48156254651072e-88
"565","Normal",1.5,0.9,0.84,36,0.844006406412027,1.4872734934983,0.708676255289334,360.287872228083,9.16477539400278e-121
"566","Gamma",1.5,0.9,0.84,36,0.878848236202229,2.79034367152857,0.541997637731994,353.480822054981,2.74946635700935e-122
"567","Normal",2,0.9,0.84,36,0.910488521145693,2.08338952665357,0.820727313155799,335.168902395596,5.35604567566473e-131
"568","Gamma",2,0.9,0.84,36,0.927635800237164,5.87765843861278,0.340192450322833,315.603702245565,2.52370997334516e-139
"569","Normal",1.5,0.7,1.2,36,0.701428675887255,1.56980391862821,1.01570921037992,476.22699180807,7.19990582396777e-70
"570","Gamma",1.5,0.7,1.2,36,0.785997724523717,1.64073209611433,0.923673416642959,440.699545604775,1.03285099846985e-85
"571","Normal",2,0.7,1.2,36,0.649234956468732,2.07798093767533,1.26253056686146,523.586682465459,1.22953027463467e-51
"572","Gamma",2,0.7,1.2,36,0.684964826530915,3.04091861058202,0.608094239331059,484.931858790432,2.24858806978487e-69
"573","Normal",1.5,0.9,1.2,36,0.867532442050752,1.53188764863182,1.24839818115164,423.355514136527,8.81381004382559e-93
"574","Gamma",1.5,0.9,1.2,36,0.89981557339091,1.42684564158675,0.938778670191848,371.51101163192,8.5644912846896e-116
"575","Normal",2,0.9,1.2,36,0.904797431698761,1.95976171805121,1.22719513107095,400.930243083303,2.9739057498746e-102
"576","Gamma",2,0.9,1.2,36,0.878159309508618,3.22254025915542,0.613995062586786,384.54016406313,1.13712255151481e-109
"577","Normal",1.5,0.7,0.84,37,0.695419991562672,1.42174044132152,0.908809184819611,472.525025941509,1.90027925316129e-73
"578","Gamma",1.5,0.7,0.84,37,0.698622759216595,2.41855384835711,0.6190570468793,467.318373095282,4.39561156939879e-75
"579","Normal",2,0.7,0.84,37,0.724637271069302,1.97239939136548,1.04236422154712,471.883286153006,3.5481529143651e-73
"580","Gamma",2,0.7,0.84,37,0.712791931203249,6.72329440925131,0.300771197123061,445.876089217925,4.48149782239258e-85
"581","Normal",1.5,0.9,0.84,37,0.906941264288355,1.48958245163059,0.869174637476094,345.981911928534,1.97847638171535e-126
"582","Gamma",1.5,0.9,0.84,37,0.920515092147343,2.79033955477779,0.564623851340046,335.242142368108,5.19043722754349e-131
"583","Normal",2,0.9,0.84,37,0.866716432361439,1.95862516780964,0.811686094218742,361.517942630872,5.41417664998949e-119
"584","Gamma",2,0.9,0.84,37,0.92477245628262,5.4374362235051,0.363190504650146,317.843987447226,1.5862687105929e-137
"585","Normal",1.5,0.7,1.2,37,0.76476785640759,1.59985969566363,1.22954904918436,472.633042122523,2.91819924713051e-73
"586","Gamma",1.5,0.7,1.2,37,0.669715788216853,1.86550276608853,0.726907777335484,484.953791039823,2.96116229611092e-69
"587","Normal",2,0.7,1.2,37,0.722528785374493,1.97203795384482,1.15032986316816,487.993098037619,9.31445404322951e-68
"588","Gamma",2,0.7,1.2,37,0.643160257915055,3.3647903353438,0.575100453006592,498.233229823098,1.09712342746063e-61
"589","Normal",1.5,0.9,1.2,37,0.909238636240923,1.45523621795813,1.19769664535188,393.116167270605,1.17528882844507e-105
"590","Gamma",1.5,0.9,1.2,37,0.928958417667071,1.51595862886787,1.06871579377733,368.56400108436,1.24013064096416e-115
"591","Normal",2,0.9,1.2,37,0.866007999220061,1.89307315852817,1.15028414147355,413.888144883212,3.75348868560998e-97
"592","Gamma",2,0.9,1.2,37,0.947410724468827,2.66113028324376,0.747015477753071,353.029563467553,1.99572359338237e-122
"593","Normal",1.5,0.7,0.84,38,0.689736090588275,1.45815320440332,0.841263109933024,466.320000109529,1.78462080538247e-75
"594","Gamma",1.5,0.7,0.84,38,0.665800560201356,4.37074612706111,0.350855192892267,453.546195462414,2.10990784079241e-80
"595","Normal",2,0.7,0.84,38,0.737546562406868,2.00174061595749,0.825955456330379,445.454596402902,1.32345980087108e-86
"596","Gamma",2,0.7,0.84,38,0.651289232668847,6.18247806533052,0.306728870786916,469.389251840755,8.8861675079533e-74
"597","Normal",1.5,0.9,0.84,38,0.907334881088157,1.53965921857714,0.867843299098994,345.30405741642,2.45483367793264e-126
"598","Gamma",1.5,0.9,0.84,38,0.854068270590448,2.07164309337614,0.651005694199493,381.341574082286,8.81283041597947e-112
"599","Normal",2,0.9,0.84,38,0.88701595124516,2.15259244455723,0.777882580855179,342.300851576456,1.7970673080752e-127
"600","Gamma",2,0.9,0.84,38,0.883362598709403,5.86659707037089,0.335405831271831,342.350595069482,3.35507740759527e-127
"601","Normal",1.5,0.7,1.2,38,0.689215587787438,1.41952776180699,1.15493548298506,497.537973185445,2.53227283985121e-62
"602","Gamma",1.5,0.7,1.2,38,0.751169860003823,1.81541086441449,0.827467382164184,452.977459856403,4.65568999450214e-81
"603","Normal",2,0.7,1.2,38,0.703029410160254,2.03825543638525,1.10101166414706,490.583503309532,1.38868877517059e-66
"604","Gamma",2,0.7,1.2,38,0.722355285509106,3.07569044751321,0.702341575170649,481.835504504877,6.34258856214471e-69
"605","Normal",1.5,0.9,1.2,38,0.90941148583319,1.65044615029313,1.19214201040532,392.61494234846,4.71009726672892e-106
"606","Gamma",1.5,0.9,1.2,38,0.905039793290102,2.02423074827743,0.757970872842243,364.355191557777,7.66954635455752e-118
"607","Normal",2,0.9,1.2,38,0.921579469375299,1.9938637293457,1.20572822311628,390.29459197873,7.14615060169408e-108
"608","Gamma",2,0.9,1.2,38,0.895454274035503,2.49303112760767,0.804922346423127,394.175508710199,8.89677127100518e-106
"609","Normal",1.5,0.7,0.84,39,0.760260222637997,1.54458221113173,0.940144865705858,447.984983616177,2.11090035417539e-85
"610","Gamma",1.5,0.7,0.84,39,0.720335189921916,2.7804297709649,0.566375454366135,451.470824525784,9.49045948403707e-82
"611","Normal",2,0.7,0.84,39,0.695653096454062,1.93251265008886,0.837414868827197,462.963502945431,3.44765889848288e-77
"612","Gamma",2,0.7,0.84,39,0.671404332239061,5.46170410271886,0.358103189383192,467.013107141347,1.21269440985112e-74
"613","Normal",1.5,0.9,0.84,39,0.90263024984916,1.45017832666541,0.798877890608988,335.091537386135,3.84406971531696e-130
"614","Gamma",1.5,0.9,0.84,39,0.852514564969262,4.40884530774174,0.337393474823676,339.860022676892,1.59548804306695e-128
"615","Normal",2,0.9,0.84,39,0.872526515788732,1.93072217321822,0.860721225708506,366.913782647899,2.87386361076104e-117
"616","Gamma",2,0.9,0.84,39,0.916566518260708,5.03141694587659,0.385982078015392,328.854187521919,2.64669656107371e-133
"617","Normal",1.5,0.7,1.2,39,0.781661617573154,1.50777720343985,1.43088416205469,483.817832463425,1.07199054109256e-67
"618","Gamma",1.5,0.7,1.2,39,0.649884899765806,1.80479530157528,0.752298474126081,488.730935851693,3.03219050157414e-65
"619","Normal",2,0.7,1.2,39,0.73011179209836,2.09784007370814,1.27037793016765,488.418499913202,6.52607707634558e-65
"620","Gamma",2,0.7,1.2,39,0.702724391814365,2.44030428128526,0.807029019121738,494.150627394266,1.73830579472468e-66
"621","Normal",1.5,0.9,1.2,39,0.899288439185635,1.6046352086278,1.21161250904993,400.457847909753,3.68673060543527e-102
"622","Gamma",1.5,0.9,1.2,39,0.92081577099275,1.49621483741504,0.866103875006232,347.519202396969,6.64560045016061e-125
"623","Normal",2,0.9,1.2,39,0.874105145935691,1.91256741139864,1.17843961328614,408.66476452799,2.17391721822187e-98
"624","Gamma",2,0.9,1.2,39,0.926160775568834,2.59293968737661,0.81785484584548,378.931549027264,2.23832669819585e-111
"625","Normal",1.5,0.7,0.84,40,0.696367499392584,1.55064546451424,0.924300242508685,471.473852965113,3.34325584766396e-73
"626","Gamma",1.5,0.7,0.84,40,0.680494724000006,2.85796294718084,0.540673532381716,466.818975413924,7.89812998310474e-75
"627","Normal",2,0.7,0.84,40,0.695902221951811,1.9287060858914,0.81395928720839,459.114306347343,2.63167468632916e-78
"628","Gamma",2,0.7,0.84,40,0.726827025149214,5.34192405187502,0.375534325373972,446.954084246054,1.9526316264024e-84
"629","Normal",1.5,0.9,0.84,40,0.896536597790743,1.47709975949355,0.932913152886482,367.500065795843,3.23540284754772e-118
"630","Gamma",1.5,0.9,0.84,40,0.893420363784355,3.2207915046026,0.488677725928328,340.432725895545,2.4618717810351e-128
"631","Normal",2,0.9,0.84,40,0.927226986798529,2.02459628138636,0.824315196089281,322.39059941195,4.43163892704764e-136
"632","Gamma",2,0.9,0.84,40,0.905240461661278,6.08493363534748,0.324729971456388,325.491517446381,3.3251220709977e-134
"633","Normal",1.5,0.7,1.2,40,0.683651724020759,1.50468643983822,1.29440016087033,507.436280835495,8.00741354685484e-57
"634","Gamma",1.5,0.7,1.2,40,0.630633700728788,2.0509404780323,0.71869762487106,499.872766855228,3.63810656788771e-61
"635","Normal",2,0.7,1.2,40,0.718893431703547,2.15005033384669,1.17212059694894,487.319366100774,1.21075333399003e-66
"636","Gamma",2,0.7,1.2,40,0.685198998133007,2.99265623467077,0.715942671141626,498.42340025875,9.82978700034399e-63
"637","Normal",1.5,0.9,1.2,40,0.926012916612393,1.58641344185505,1.20713681588505,383.786863266286,4.83544083078134e-109
"638","Gamma",1.5,0.9,1.2,40,0.872759988295818,1.69508900875956,0.89664874317169,388.461952841314,4.21447429785272e-107
"639","Normal",2,0.9,1.2,40,0.902616126747421,1.81422912039937,1.19575513979688,398.4638470189,8.56104184348114e-104
"640","Gamma",2,0.9,1.2,40,0.86850175900207,2.59371750075614,0.76623772917647,402.030131031031,1.11611467311287e-101
"641","Normal",1.5,0.7,0.84,41,0.75397641078553,1.46348866825104,0.92978906399113,446.531469580622,1.22524421730728e-84
"642","Gamma",1.5,0.7,0.84,41,0.69604987227997,3.01143593384476,0.546698963450441,466.957437248633,2.08783239428619e-75
"643","Normal",2,0.7,0.84,41,0.660531958067785,1.95701897931389,0.895810158864061,488.681199584412,1.60819932512393e-67
"644","Gamma",2,0.7,0.84,41,0.708496128063086,6.30256958360578,0.31275511009689,446.360949042505,1.71793793279433e-84
"645","Normal",1.5,0.9,0.84,41,0.879147700589607,1.5497656680306,0.880944969359116,363.758051046906,1.29501178920554e-117
"646","Gamma",1.5,0.9,0.84,41,0.934364897404148,3.25576838441529,0.469868572800164,309.007908317272,2.93988481101047e-141
"647","Normal",2,0.9,0.84,41,0.940088266280157,1.94977355542498,0.803129829963398,309.912577146603,1.81753307214266e-141
"648","Gamma",2,0.9,0.84,41,0.893148837887982,6.25507460093634,0.299995119173766,327.915349342985,2.87968134248111e-134
"649","Normal",1.5,0.7,1.2,41,0.649323243703335,1.52196717037853,1.17469576621263,513.561146683314,1.25647380790529e-54
"650","Gamma",1.5,0.7,1.2,41,0.758438914571689,1.22013631351924,1.4399666607816,477.550471486317,2.85794909724896e-69
"651","Normal",2,0.7,1.2,41,0.717023931319937,1.91244327448438,1.21183465980599,493.133483044385,2.27913889675057e-64
"652","Gamma",2,0.7,1.2,41,0.71959220152402,2.53845311047735,0.750811940927506,477.21477392598,6.31499763769758e-71
"653","Normal",1.5,0.9,1.2,41,0.853210104916828,1.50924500850323,1.12316329440675,415.09132400436,7.74870766872058e-96
"654","Gamma",1.5,0.9,1.2,41,0.912901248154133,1.53313512468274,0.958558685429095,365.569153024632,3.30057727018133e-117
"655","Normal",2,0.9,1.2,41,0.845500922456185,1.79422834632757,1.10306676303463,415.908260996661,6.64763944090918e-96
"656","Gamma",2,0.9,1.2,41,0.877121592605685,2.56998060790154,0.722050262863869,393.231951490837,1.9658328670841e-107
"657","Normal",1.5,0.7,0.84,42,0.731511611999126,1.43972806140251,0.8029992168043,436.439991966322,1.03496204570245e-86
"658","Gamma",1.5,0.7,0.84,42,0.717963467862017,2.70303342879589,0.521122767515501,447.911768865325,9.23466910433551e-84
"659","Normal",2,0.7,0.84,42,0.692616835409677,2.0111722893001,0.753960895470434,455.366860285418,1.40598290891279e-80
"660","Gamma",2,0.7,0.84,42,0.670432839407721,7.20309605531955,0.262133422774734,455.82864642682,7.72242512810058e-81
"661","Normal",1.5,0.9,0.84,42,0.901744023498901,1.51186231632266,0.91446284612097,357.225648050765,6.05419206324801e-121
"662","Gamma",1.5,0.9,0.84,42,0.878081432569428,3.09139109092199,0.47095592119993,346.710745564216,4.83760527022502e-126
"663","Normal",2,0.9,0.84,42,0.93567335288297,1.94304191081211,0.882396654423161,326.953603081962,1.15268066359561e-133
"664","Gamma",2,0.9,0.84,42,0.866428466378893,6.79831725311494,0.284777002050667,342.880051518171,5.65455944927487e-127
"665","Normal",1.5,0.7,1.2,42,0.657749396551368,1.52445640356541,1.14822549351075,509.343785069333,2.07777946389949e-57
"666","Gamma",1.5,0.7,1.2,42,0.739058901247074,1.40205128095413,1.1949760180704,479.405023512078,1.30824915981947e-70
"667","Normal",2,0.7,1.2,42,0.696367953882301,2.01325994010374,1.08256130372049,485.896758448398,1.80559390126036e-66
"668","Gamma",2,0.7,1.2,42,0.695584729824778,2.96487533540406,0.650650115530511,479.633688169071,6.58975708535021e-70
