experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	baseAngle	resp0	answer0	correct0	whichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	streamLtrSequence8	streamLtrSequence9	streamLtrSequence10	streamLtrSequence11	streamLtrSequence12	streamLtrSequence13	streamLtrSequence14	streamLtrSequence15	streamLtrSequence16	streamLtrSequence17	streamLtrSequence18	streamLtrSequence19	streamLtrSequence20	timingBlips
main	21 	AH_smallerCue 	 oneCued 	 0.0 	 right 	 71.2556282877 	H 	M 	0.0 	0 	0 	2.0 	WTZCKUPFOMJHQVNYEAIBLDXGRS	GODSZYJUBCWRFTKNMEVLAXPQHI	TJGULHNKOFSZWPXYADVBRCMQIE	VCOJAUHBFRTYWSPGKIEQMDNXZL	FUVWLSAMQKYJZTXBEDIHNROPGC	SLNFWCDOAPUJXTQKVIYRZMBGHE	GAKUXMJQNWDHOPLSFRYCEZVTBI	MDCTRBFZIAPOKWYNGHQSJVXULE	RIBXJHYDMUAPECLNOFKSVQTZGW	MZELSVUGIDYRXFBWKHQPATOCJN	BYXDFINRZCQWSTJKPUEMOHLGVA	YTCSNEXDAHKFLURBIOGZMWPJQV	XKJPREBSCHTVFWGQAUZNOMYDIL	GDCUJOYXEZQRSWMFLKVIBATNHP	METHQRIBDFZLGXJVPYSUAWCOKN	YPBEQFXINSLOWUJMGVKHRZTCAD	FHWZJRVLNETGIDMPUKABXYCQOS	SDMLTZNYUOVAIXPWKCQBFERHGJ	GEWKVFBZXPSJQINMLRAUCYDHOT	KUMSAZNWEJQHBYDCFXTGRVPOIL	RPTWJFBHYUZIEMKGQACNDLOSXV	0
main	22 	AH_smallerCue 	 oneCued 	 0.0 	 left 	 220.827909358 	R 	D 	0.0 	0 	0 	1.0 	YEAGNJZIDRFQCVPULXOWBHMTKS	BNLWHZQDXIKOUGEPYVJSFRMCTA	KSHNCTVGUOJYPQRBWEMFXIZLAD	TNLIYXCPZHRDUWSBVOFKJGAQEM	MVKGFJOBZPUSNIRETDAHWQXYCL	IDBXNAJYRMESTCHQWOZUPKGLFV	BTJHNAOGFRUQWLVCYDEMZSXPKI	KALTRHEVNBJDPQMZSFXGUWIOCY	FONPKQLBJMDTYVXWHZSICERAGU	RNXMDWAVTFGIQJHZYESKLPBUCO	CELNUIGRVDAMZTPYHSOFJWQBXK	VPLEFRTMYHAKGBQDINSUWZJCXO	XIOMGCNKSDWJFHRYTPQUAVZELB	EXPQRIKUMJZYONCGSFTBVDLHAW	WCERIOSLHMYTKNBJZVQPDAUFXG	VZWGFYNJTMEPQKXBCIURADLSHO	GLTQNJACDPERWIMHYKFXUSZBVO	GDKWNRPQLIHCAFVJOXYBUTZSEM	PXMCNJGZEDYHLUVKBWRAISOFTQ	KFJTQVLRUWBDPOXNYSEMGHIZAC	LPABOQYXFDRSVJTWZMGNKIEHUC	0
main	23 	AH_smallerCue 	 oneCued 	 0.0 	 right 	 67.1213136881 	M 	R 	0.0 	13 	0 	8.0 	YZDHKQAGUCMNROTWXIFEVJSBLP	HCQBGLPVSEYMUKOFNTDRIAWXZJ	JZUHCWKODALYXVPMIQGTNBRFSE	XDCVPZQWNFGAHYMLIUOETBJRKS	ZMYGUQTAVKFRWSXBEPDIOCLNHJ	WZITGDASCQYUOVLKNHFEBPRMXJ	FTNWLGPCEIOAXDHJKZMRYQSUBV	YXMVAUKBWSPZFLGERHQNOITJCD	UINQTZAXWJBDMEYVLFCHGSKORP	BTPWIHLSMKYUANDCVXFZEGROQJ	SLGZKHVYJADOTPQXIUWECBFNMR	XFYLDQEJGCTPZWHBOAVUSMIKRN	JVNYPZOGCXUSTEKQMFIDARWLBH	QFSOUCRXBNYJHTMIPVLAWZEGDK	OYTUBXAIGFRDMVHPCWZEJKSLQN	NQDXIZMPGUCWJKFSOYBRHAETLV	UICWRPLVTFABONDEMQGZHXYKJS	DUCFIVWLXPEZNMTYRKHOSJGBAQ	OEHQLMYDRAZITNBCWUJPKVSGFX	DYMXCOAFZUEKJBVTQNRWPILSHG	XFRMHLDUGSQYWVJOANBCKTZEPI	0
main	24 	AH_smallerCue 	 oneCued 	 0.0 	 right 	 32.0105627489 	Q 	P 	0.0 	6 	0 	2.0 	OQRKVLWFDGSPATBHEXMNUIYZJC	CHTNRIWSPAEYMQKUJLFBXVOGZD	TLMGYIEJZFQDSORXAPWBKNUVCH	FBAKRHXZVGQIUOYTLCNPWJSMED	WGIPJKAUMCZOBFNSXDYERTHQVL	LFZYARBXHVKENQPMJCGUDTWOSI	RZCVWSBKGMPXQOHEUDFIYLNJAT	VCMBYRQWASGZNFJLUKDHPXOEIT	EVWMCFGAYLDHBJINOPTZQSRXKU	KDFTUOCLJGRPZWBAMSHQENYXIV	CJUNZIEYHLDBKOWVQXRMPFGSTA	TOSMNLQYGBPDUIECVZJRWXFKAH	XAHOLEGSDVJPZKYNFMQTBWICRU	ZBQPNYSEULRJGCMDAXHTOFIWKV	GIJXSWBFKUPQHTDVCAMYNZORLE	JMHDEXKGRPQSOIBZFWCLVNTUAY	BJNCKREOVHULQFMASWPTGYXDZI	QVPYOLSICTZXDUAHGJKNFRBWEM	GHRDFTCKJOMQNSPWIYAULZXVBE	HIXVCKJFPQNOMETYDLRGASZWUB	YLCMQKRSENOVPJAFUGTXWZBDIH	0
main	25 	AH_smallerCue 	 oneCued 	 0.0 	 left 	 75.5992257828 	Q 	Q 	1.0 	1 	0 	0.0 	HKNLQCRYAUVDGMTPBWXSEJZFOI	GRXHAPLYZNQJOFTIVSUBWMCKDE	OGJYCALDVHMETBQFWKSPXUZNRI	IFALOYBKWJCPTRMSZHEDVXGNUQ	QHNBEMSRJZFXWYDVKALUIPOGTC	LSQWHIOXEKZTGRCUAPBMJVDYFN	PFACMWTKRHZJUXVNGOQDBSLEIY	UAROPSDMKEWLQZCVFIBJXGTNHY	ZLPRCANJYKUFTQEMSXIBWDOHVG	MLTFQAPHDIYEONJRXSZUGBCKWV	VNIDTMZOYWBSKRCLAXHJQPFEGU	NVSYXZPAHFDLBROCGMQWJEUITK	FZLBCKRMVPNYXEAHDISTJQOWGU	WBTLHVFPYZKXRDAMINEGUCSQOJ	DQMVSKZUJIFGHCORTPXYEWNLBA	SGMORJCAEZFHBXYNDIUTLQKPVW	BDCYMHVUTOILJGAZEKQSWPXNFR	DRMGUVYJBONLCHZPEWKSAXQITF	GBNYURAMLTPQXFZKJIDWVSOCEH	QMKCVRLXEFGYTIPWUASBHJDNZO	YILENZXOWFJUPRAHTQDSMGKVCB	0
main	26 	AH_smallerCue 	 oneCued 	 0.0 	 left 	 130.304243483 	P 	N 	0.0 	14 	0 	2.0 	HUMCRXIEZQLJGVPTFBONKDYSAW	SRUDIKFVYXPATNOBHMWQJZGLEC	BKCXLNHSUDEMJWYTOIFQRGPVZA	LPZACSNXMWEVIFUHGKYQTOBRDJ	ANWTEDBOSZCVYMHXIPRUJQLGFK	KWILGYFVCQJZEBNXHAMODTSPRU	FMQHEOJDPYTZGXCSVWAUKLRNBI	KUCERMNBLOWXJQYSHZIGFVDATP	NPSZLDVUGIHWBQFOYTJMRXCAEK	INPQGDEZOYLCHWUBJMSVKXTRFA	NYKZRMOUBCTQEWIHGVDSJPAXFL	IULXSTBZAGOYMWCHKVEDQFJRPN	FAEJYDVQMIWXSLPUBONGCKTRHZ	QETDUZBSNGXPOYFVMLCAJRKWIH	SKUXTYNJPARIQFEZGODLBWVHCM	DSIQWKEBNZXPHRGTULOJMAVYCF	USVCTJQNYOEXWRBZLFMHKDIGPA	ISQKYUJZDNEFPARHLTGVCMOBXW	WIEHDUGBXKYVTZPQFLCARJMSON	ZLJSACMVKPXUHEQORYNDGBITFW	ZFRUASKIPXGBEDHNCLQYMJTVOW	0
main	27 	AH_smallerCue 	 oneCued 	 0.0 	 left 	 3.97897406198 	U 	A 	0.0 	9 	0 	3.0 	DJRXWCBHAQFKSITZMYEOGPLVNU	LZSEKJPITVMOQYNRABWGDUCHXF	VLEDCPMHQTXSRZFIJUNOWKAGYB	ROMAZCJWVGQPYHXSNIBFTEULKD	DFSWJINCYVMOEALQRTKXHZGPBU	QWKYGHSLEXACNBZMTPRDFIOVJU	TVSZNMCFWRGQHUKOJXYBEALDPI	NYBZMFHJSEKQPGXTVILUCRWADO	MNQCJRSVFHDYEBAZUXLWTGIKPO	WDKNSEPBQJACTULYZMGOIHXFRV	SCLDNJUWQPBEAHVRFZMTOXYGIK	EQUFZNLVIMHRGCXPOYKTSWJADB	PLUOYTNHJMWFBXQVRKICGSZADE	PDJRFMYAIHKLBEWZVOTQXSUGNC	OLSCTRWGZAFJXMPNQKVBUEHIYD	IBXCAJZUWEYFLQKPDMRSTNVHOG	RGEWLTCQBPJKIFNUHYZAVOXDMS	UJRILCSAWFMOXNGQHETBVYZPKD	SIOQNUGKHPLFYZBRAXJCWDVTEM	NBKAWIQXUPHMTVROYCLFDJSZGE	FXRSDPMBEKQYULICGHZOWVNATJ	0
main	28 	AH_smallerCue 	 oneCued 	 0.0 	 right 	 290.646431378 	Y 	I 	0.0 	6 	0 	2.0 	JDCKUWPMFBLSXNHTORVYAIQGZE	RUOWABSMNIHFPTLQKXJDGCVYEZ	TVCMHBXRYGOANUWSEQLFPZKIDJ	KRTYWFXOVGMZLJQBDSAHUICNPE	MEPWRGHZKNTOYIBCSAUDLVFXQJ	MJNDKGQCSHIWXLZEOARBUFVYPT	HZADVSKGLPIQYUWFECXJBTORMN	BSNCOEMIRVDKYHJUFWTZQXGALP	UFKTHDYQWMCPXJIAZOBNLSGRVE	MGACRKNJWHBYLOXQDUSTPVZEFI	TBYHZQVUENOSGXMLFIAWPCKRDJ	SWMRGQDUNJLYHPKZBTXAIOCFVE	FOAMLVZCUWHNQSGBTYPRXIDKEJ	RACKBMDOSEFNIPYLUQVGJHTXWZ	MNKVERQDOIJCLAUYWFSXTGPBZH	MYQSRXTGNIZDABJVPLECHOUFWK	LXETGZMOVWDFIPACQBRSKHYNJU	LVJQHNTKGZRBYFDAUEPWIOCXMS	QRKCJFYDMTPVIHSOUBNGZEXAWL	FAQKXRVGPBYMJSWZOCDHEIUNTL	TGQVZUMCOYHDPFXKNSBAWLEIRJ	0
main	29 	AH_smallerCue 	 oneCued 	 0.0 	 right 	 3.74861935769 	M 	G 	0.0 	7 	0 	9.0 	BWVNJLQRCSEZDXTOFAPGUHMKYI	GJUEPVDWXSYQHMLNTAFCRZBIOK	APIQFOBYZENSGMWDLXHTJRUVCK	SBFJVHUNIXDZOQLKWYAGPRMTCE	YPKEHAUZLCTQWJVMFSIOGXNBDR	OYGKBZCJPAHUMTXWDEVNSQILRF	YJNVAOWZKSUCXHTRGBEDPIFMLQ	YCDOUJGNVHLQRPZMTWBFESAIXK	IFXMLHVBTZJWQSKPDUONGCYERA	PMEQHSYJTZRKWCALGUNFIXDVOB	ZFKHDVAJYPONXLSGRUITCWQBME	RTZNUOSHYBXCWJQFPIEVKMDLAG	WFQESYAUZMOHCDXNTVIBJRLKPG	ZMETBGOALFNUYPJXSDKICRQVWH	EFKQBGCHSVPZTLDURYMNXWAIOJ	ZBXCMHWFTDGNJVEQUSLPYKRIAO	QNGHITDOJXBYRCPLWVAKSEMZUF	JKDILBVNAXGMTWYCHPQZUOFRES	FAYBSVRGLQOIXCJEZTKDWPMHUN	UQJDNZRVMOFSCYAXGIBTEPHLKW	ZINQFULYTSJBPVXDCRMEWHOKGA	0
main	30 	AH_smallerCue 	 oneCued 	 0.0 	 right 	 80.35268866 	D 	A 	0.0 	8 	0 	1.0 	XHRNYCQBZTMVKLGEJPADFOUSWI	LPUHBMYKIJZEADCNOQRTVFSXWG	EAGYJPKCQFXNBUDMISLWRHVTZO	TNOKFLHGIYZSRWAJVBCDEPQXMU	QOYZHUVBLKRWDCPNFASJETGMXI	FYKGRNPBAZLXDWISJTEVOQUCMH	NGWZCKJEQVYAXPOTHLBSUDIFMR	PGVDBWSJIMTLRNQCFEUAHXYKOZ	UKIBGCSADNJMOPYTLQWHVEFXRZ	AQWFRXJPSYEGNUCHMBOKTIDZLV	GQPJRECWAIVYKNFOSUHZMLDBTX	TMOBEAVKUYRLNPSZIWGCQJDFXH	ZKNYHRQIFBWSAOGDXUTCPEVLJM	ZXCAMBSYDLEVOHJWFQRNTUPGKI	PTBDOHLGKQIYMZRXWCANVUEJSF	JVXRHKLEZBOADMTWGYCIPFSUQN	QVHKRMYLCBDAZPOWEGTXFUINSJ	BQUYGOLVIAEZDHNRXMJFTKCWSP	LREOAFBSTYNVKCGWIZUPHDXMQJ	FKHIAVOPMGRDNQTESBYWULCZJX	OTWMDYNHUEJVCFBXIZSKALGQPR	0
main	31 	AH_smallerCue 	 oneCued 	 0.0 	 right 	 35.92994825 	J 	I 	0.0 	18 	0 	1.0 	WPRFHNOQALKVYIEDXMUBJZCGTS	EFNVHSWLDPKMAUTRGYJQXCOBZI	DAYNLHUBQRSCGWVOEJFZPXKTMI	KNTOQPUWDVEMSFBRJCAXLGIZHY	VWFXGULHDZOQCAKRJNYSMIEBTP	SHBMWNJXKCPQUOVLYITGAEZFDR	BLJFHVEAXMRKGPSIWZCQDUNTYO	GQXNRYMEOBJKIHDFASLTUWVCZP	NVXFCPGKLUQJATYRIHOEZBDSWM	HBAMOZVNWPYCSTQRILDUKGFEJX	ESOUPDALVMTQWZJBRCHNXKGFIY	VKBTNWEJPUQHAFORGDSLCZMXIY	PWMZXFHQJOEDVABLNKUGYTICSR	CMNFBEHWGIADTZOUJXYRVSPQLK	GDBXCSTZRJNFVUKQOHYAIELPMW	ZJHMOXUTNGIWFALVECKPQYBRSD	QYIKTOWBMEZFJVXSUNPHLDRCGA	VCTKDRWBGXIFJOQMAPSHEUZLYN	HYEQSAGDIJUOPKXCZBNLTFWVMR	SZEWVBFGUQAONYMLDPICHKTXRJ	WGELCIUDHBKAOVZFNYPXSMQRTJ	0
main	32 	AH_smallerCue 	 oneCued 	 0.0 	 left 	 132.843075312 	S 	T 	0.0 	19 	0 	3.0 	XLJHVCFBYZKONIRDTUAEPSGWQM	VORHAZCUKSLQIBPTNEYFMGJXDW	ZFSOYBJAIHDXKGLCPTMVUNQWRE	RLMCXNGZJKWASHIVTPUYOBDQEF	CIUHWXGPRJTMSYVEKDOZFBQNLA	LKEHRZIOBNTSJQVMPYUXDWAFCG	JHNVXMZASWORYKGFQUCEPBDILT	ZIECVAMJFHRDLUKNXOGQYPSTWB	WPZRHJUGTQOICEFYLDKVBXASNM	IMQJTKPFRYAWGLDZENVSBHOXUC	NIQUGEOSCVHPBFMYXRADTKJLZW	EVITACJNLSQWZPHDGRKOMXYBFU	DFHJYCVAISGWQEBXZPRKMLUOTN	CLDTKRAFXHGSQEJBZPINYVOUMW	ZCVBQHKDYLRFAPWNJMSGTUXIEO	NZARGOUHSLIMFWBQPEDTCXKJYV	HSACQMOJIURTGFNLYVKEDZXBWP	EURYMGOAKBDCVZXSTJNFIPWQHL	REFMITSYUDNBZXAKLHOGVPWCJQ	ZXWFMOCPTBLSRVDKQHUGJEYNAI	HFCTDBULVEZMQSGXJIOWYNPKAR	0
main	33 	AH_smallerCue 	 oneCued 	 0.0 	 right 	 256.458049936 	W 	M 	0.0 	14 	0 	2.0 	IFUOXBQDVTNMYEWZGPCSRLAJHK	HQSTPXEMGBYZJOIUDKNLRWFCAV	ICMNEZRXAKVYTQGFWHDLPOBSJU	THUPYQFZVELXIOBNDSGMJWCKAR	TWDSAGORBVCNMFHXLZPIEUYKJQ	QOGSYNEVCUKMDWZPHFTRIAJLBX	KMILSCREAFHTNGQWXYZUBPJDOV	HOAKUWVXDBFPMCQRZYELSTNJIG	IPVZULMCHNESJGTDXOBYRQAFKW	XJYDUQEBIPVNLRWOKAGHMFCZST	EMIBRKUNCWFGXJHYZTPOLDSVAQ	FYDEOISGHATVZRUBMJXWNQCPLK	DNUVPEQRXGAHLCOZTSBKJYWMFI	TSNVFMWXUCBQKDEGAROHJPZYLI	LFUICQYPKMGWHZODNJVXBAERTS	FYTGRNOQMSWKHBZPEXJLVCDAIU	PQXZJSGTFNHKLUOEYIVBMDCRWA	TAPJIDVZNLUBYKSGERCXFHWQMO	ZEXQVMJOPBHGLWCRUAKIYSDNTF	ABCYJFOPGZNDIMRHXUWLKTQESV	TFJQPSUVABIYGROHKCMZDWXNEL	0
main	34 	AH_smallerCue 	 oneCued 	 0.0 	 right 	 165.455723784 	S 	B 	0.0 	7 	0 	2.0 	KRZYEIWBAQPNTSLUMOCFVGXHJD	JAPRHEUDQKZMXBYNIFVOTLSWGC	LFTVNWBROCYGPADUEJQIHMXSKZ	XMSRKFYDLZUEPBHQJCVIGWONTA	DVFGNMKSPXOCUTRYJWLQEIBAHZ	LKMFQBGIJOUEDWHZYPRXTSVACN	JSIPNVZKFLABCEWRYGHXDOMUQT	FRKCEHOBDSNVTYMGXZILJUAPQW	UAMPKZNXITDQVCWGLOSJRHYEFB	KLXDYECBAVMPNTQGWJRSFZOIUH	YPKXQBWVMDRGOFHZIEUTCAJNLS	DTUFNEYXOHACQWMBKRIVSZGJLP	OSZCTGIXEYDBJPQVHMRWNAULFK	HDYJWLICMQPKZNTFROSVXUABGE	UTIAJFQSYGLPZHVWMEKNXROCBD	MAXYLGTVKBJRQSEWHNPUOZCFDI	UNCDMTSBVOAJZWGKQHLPXYREFI	AKMUDGQFXJRVLNSBYTIHEZWOPC	FMWIZJQGUOVSRNLKACDHBXETYP	ZDXREQPWBFYGATCJOIKLVSHUNM	KDEJIWFMGQCBYHOZSVRLAPTUXN	0
main	35 	AH_smallerCue 	 oneCued 	 0.0 	 left 	 271.455936373 	P 	Q 	0.0 	15 	0 	4.0 	ASKNURMJOVDZGBPLCHWFYQEITX	EQNRVYUGBZPDWJXAKTFHILOCSM	PGJHBYSVOLMIEWRADNFTKXCZQU	TWGOFEHYQXIBUZLDPSNVMAJCRK	QGBODFHUELXKZYIVCSPWATNMJR	ZKLHVFXTNAUDIQEMSYRWGBJCPO	ZGVPWAOTQMREDYXISHJBKNFCLU	BGTEFXKYMHLQORIUNJPSVWADCZ	GXFMCLSQAEOJNYZDWKRIUTHPBV	NZCKPROWUASDLBXHJQFVGTYMEI	UWGHZDJKVEIPMNCBSYXLFROTAQ	MDBRKVOSHQGYFELUZXACITPWJN	QKUMXBCYNSOHIPTRAWGLJZVEDF	LUVHRPWAFIEXMQBSZYGDJTNKCO	TVEQCGDNMOJZHKWYIASRXFBUPL	CBURMLQEHOPWKTVSYFNDXZGAIJ	PYHAQOXTJSBWFDKIZRNEUCGMLV	PRIVCGQUJLNEOYHSBXKMZTFADW	ATHFZCKMOPYGIRVUNXQLSDJWEB	JVBKPLSFHGDECUZRYOXMAQNITW	KBNLDTXJWMIZOQGFERPSYUAHCV	0
main	36 	AH_smallerCue 	 oneCued 	 0.0 	 left 	 77.1696481017 	S 	M 	0.0 	12 	0 	1.0 	SNBPKMUTLZQFIWYOEAHRXCVGJD	WYRCGTDOHBFMXLIKESUAZNPVJQ	NGKFJBZDSEIVMCQYLTOAHXRUPW	QSOXAJYIZMDVHWBNEUCGKFRPTL	EJDSLUOZXYRQWGNTVAHBKFICMP	SZHVXULBCOJAYNTDPEKGRWFIQM	SUEWQCLOFPIDBKMNXRYHAGJVTZ	VJKWDGRNFLSBEQOMCAIXUTZHYP	SJKVAQZUFGIRBHNPYELMOXCWDT	AVMXHWKCEBZLIOGFNUDQSTRJYP	DHOMELXCQNVGBKRJWZYASUPFIT	PJXYUICMOSGNHEFKWLBTQZVDRA	GKJWAEXMSFQIDBPRYNZTUHOCVL	ANZYKGQXPVDMWFUTIBLECHRJOS	UTHPGMQYEBCWSDVLIZNJRAFKXO	XULRGMQTFSYCIOVBEHZWNADJPK	TVOYBRNICUMFDJPGHEXLWSKAZQ	THGNZPFQBKSUYAELJODXWIMCRV	LBSDUYWANPRZCXMIJFOVGHETKQ	RHNOMUXJPIEVTBDCAGYSQFKWLZ	GKLPYTEUXWSCZDJQOHVMFABRNI	0
main	37 	AH_smallerCue 	 oneCued 	 0.0 	 left 	 220.927049036 	K 	X 	0.0 	18 	0 	4.0 	AOWKISLQYZCBGPDTHVRMFNXUEJ	SAJTPOEZYHLDRUMCBXVFNIKQGW	JTOVLSNMWCRQYKHUAGEXPDFIBZ	NJBWXYGHVLQRMUEKICSTOPDFAZ	GCWEPSJQOFZAYDILVUNHRXKTMB	NBVLTOAPRWGSXQUDHMYECKZIFJ	RZKQHSVLAEDMIBCOJWXYUGNFTP	QTLUSXNJIDKZBRWAPGYHOFMVCE	EKQDLJOVBSNHMRYPZGIWAFTUCX	LRSKIQHFTWZAGDBEYXNPMJOVCU	JTSVDZNQBUICHWFELRKPAYXOMG	CIMDAVOXYSNFUZLBWTPEQKRGJH	ZGWBCDQMPOENIRFKJSTHVLXYUA	DIAFGRXLTWZCUEQBVNPYOJKSHM	ZXIMATCJKQPGDNHYBOFUSWVLER	ERTSZVOPWJDGQKYMUHFXCNAILB	KWGRBUPZVDITEYLSONQHFMCJAX	CQFDXZWSIKNHUPYVGOREBATMJL	TCMYVPLJQXHFNKDSIEZORAGUBW	CEOTLUKSYDIGQAJHMBRXPVNFZW	QSRBVOJWHFPLCXGIKTEZAUMYND	0
main	38 	AH_smallerCue 	 oneCued 	 0.0 	 left 	 70.8306615031 	O 	L 	0.0 	4 	0 	1.0 	ORMFEDANVSGUTWZQPHBYKICJXL	ULVJROIGPKHTFMZBAEXWNSQYCD	NXBVEOHUCQYSPAIWRJDZMKLFTG	WNXKHJMCQEGYFVSPIZRABOLTDU	DPZCXHWQRLOYJIGKMEBUFAVTSN	IHFZJRYBAQUGPLKNESWTMODVCX	IYENPHARZKGLFOBMQJVWCTXSDU	FDMQYZVXIBTUGKHOSRPLEWACNJ	JXFGRHYTCKAMONQVDBEIWZLPSU	VMILCAJERWZOTDFUGKPSXYNHQB	FLZEPOSHRXWNGCTMKVDBAJIUQY	KTRMLHEUSGJBWXFQYCIPOAVDZN	DKQSFMIAREZVBLPWXCNHYOTGJU	OJFVINTXMBLGSKDUYCARPHEWZQ	NDLHVXYGSTWBOCMKRAJFUIZEQP	XYJVKWQLHNFACORZMUBEGTDSPI	DIWFYAETRZXGBKJPLQVOUMSHCN	MIXRVPEBTHFQWOULSJDYGNZAKC	JLNADHTXEYWFOGQMBIKRVSUZCP	ASETXCIMLPVGFKDYOWNBRUZJHQ	ZBVTWIUEAXQGOYRCJNPDSMFKLH	0
main	39 	AH_smallerCue 	 oneCued 	 0.0 	 right 	 269.104355416 	V 	I 	0.0 	7 	0 	4.0 	VUIRCDEBHJOKTFYNSPQGXAWZLM	UTYSMEKROPHIXDWJGBNAFZLVQC	MANWZCTPDFRQHESYJVBKLGIUXO	SLTJDIOEWZKFBYQGXNPAMVRHCU	JKMVGNFPASCYWEUXILZDRHTBOQ	UHQFEYTWCXIRKSOGVZPALJDBNM	MICJVSRGXTZYKAFLDBONPHWQEU	XTGBEDLUIANYVMQKFCRHOSWPZJ	GLDJTXCKYUAQFOVESHIMNZRWPB	QHBKJNSELTZODPWXGIRUCAYFVM	DNQKGZAVWMTLFOHYERSXPJUCIB	WLXECZADGKVOPJTBRMYUQHINFS	DINETUYBLWGHKZXORPFJAQMSVC	PCIFLNJZSKWEXHTVQBRMOYUDAG	SLRJDIZVQFKNCEMGBYWHPTOXUA	SLNHJVQRKMPDUBZYOXWAEGCITF	JVMZFKXITOSYHRDLUPBQCNAWEG	HDSWZBNYFJIUAETOPRLXMGVQCK	QOUVBCJHDYTMKLFENRXAGZWPIS	VJESWHRMFPYOATCGXNQZUIBKDL	PFQWYJKRBCTIOXDNVLHAMSZUGE	0
main	40 	AH_smallerCue 	 oneCued 	 0.0 	 left 	 220.827909358 	J 	G 	0.0 	14 	0 	6.0 	JRPFKYEGQBNDSCMHTUZAOLVXIW	JKRZTMWDHBOQEVPGNUSILYFCAX	MRXVSTWODABQKGNHIYPZJEUCFL	DCGMUXKIJSRHZOVPQNTLFWEAYB	FCBAHYUELIQWMXZPOSJKGRNDVT	AHQZJCFUSGNEOTLMXBYIDVWRPK	JBALMGHNXKIQUWSCYVPFOTEZDR	TRIEALWJVHQGUPCBMOFSKYZXDN	YSQULOMFPRXBKGWTCJEZNVDHIA	ITZACYOMJLENFQHBSGWKXPVRDU	RJVTBENGAKQFXWUOPLIDZYMCSH	ATGXIDBEHYQCJVKSWLUPFONRZM	NMYFVRPKZIQUAXJHSEOLCWTDBG	DIRBGFAWVNTPCSHKYXJLEOQZUM	RSLDEMWFGUTCHKJPIXZNYQOVAB	JAYFMTOGNBWPICDUVKEQHSXLRZ	AMBSIKPDZFHCOEGNQVLXYTJURW	JFCVKZBMLPUWSXHERGYOTAQDNI	IJMRANFSGQLBPCUYHZVDTKEXOW	RKOMIJWCZHGBAEUTFNQSPVDXLY	FKAHXDYGOSMPUCTVBJENZWQLRI	0
main	41 	AH_smallerCue 	 oneCued 	 0.0 	 right 	 165.455723784 	N 	P 	0.0 	18 	0 	-2.0 	HBAYOMKXEDPRCQJFLZVSTUGWNI	ECOZUQKRTSDYVLXNFBPMHGIAWJ	MBTOKNXELJWVGAUQYPZSCHDFIR	MQECAOVNXZYKBDPSLGTWUHJRIF	NMGARIDQBZTUXHSVYJPFWEOCKL	QNTJDHYGSKAZILXPMEFOWVURBC	DTNYQLGHBRACMSPEJWVOXZIFUK	QLZPDSEVOWGBJHIAMNXYFKTRUC	GYTZDFMLNOUQPAHVECIJXWKBSR	YBEJQCAXSZRDNFOWMHUPVTKLIG	DWVJTIPBRXNHZKFMCQLSGAEYOU	TPRONVXAQKFUMCLGEJBYDWHZIS	YVRLXAGCNTUOPQDHWMEZKSIFBJ	RPGSWXTOVUAEMNIBDJKQYHLZFC	HTXKZDVWMNPEAFSQIJLORGBCYU	YVMBTERNCXLZIKFOUSAQJWGPHD	YTDKXUFRSPWMCEZLHAQNOGJIVB	WPMVSZRKGXJDECYIQFUHNTLABO	SXIAUNKPHDGEQYBJOZTCVFWLRM	KQZIWSJEPTCRUONMYXBFVAGLHD	TZBDVOPLSAXYFIKMQECRUGJNWH	0
main	42 	AH_smallerCue 	 oneCued 	 0.0 	 right 	 35.92994825 	H 	E 	0.0 	10 	0 	1.0 	FXWCNPVOEBYMSDAQLJGZKIRTHU	PXKOFUQCEBSMYDZGVTWHNJRLIA	OYDPFHKWBGNEJQLXUMCZVARIST	EUCJKDOQSHIMYXTWAGLFVBNPZR	ERIBMZDJGLUAKCFYXQHVPWTSNO	XZLJMUGWOIVTRAHQEDFSKBYPCN	ZMWKGRYNEJULHCDBFTAOQISVPX	GYLCKVZJIDNSPXAORFEQUBWTHM	BSFUKLYMEGPVJAQHTCIZOXNRDW	XYUANDEVTRCGMFSLPWOHKIJZBQ	NDBPRFCXEHIUQOWGSZMJALVTYK	LYRDKJXFGUPBAQVWOHECMTZSIN	SEWCVYXAGZJNFHBOKTDMPIQRUL	DVTLWRKPXOFBMHCUSAJGEZIYNQ	ZPFSVKRTNEIBDXCHLWYMGJQUOA	SURVEQAGKJCTWNXHMLYBZFPDIO	EZOWVTXSPMCLFNQAJBHKDGIRUY	XVUACBRYKQHENOFLJGTPSIDZWM	DNKQLHOUEFWYVCMSBJIAXPGTRZ	HMKRWJUQLOXEAFDTIBYGVZPNCS	GYPSDCFWIJXETNROAZVBMKLQHU	0
